,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
1005,CrSnO3,Cr,Sn,0.8,0.58,0.69,1.66,1.96,2.258106575,2.052287148,-1.709214286,0.744322928,0.492857143,0,0,0,1
1006,CrSrO3,Cr,Sr,0.57,0.58,1.18,1.66,0.95,2.258106575,2.452968591,-2.70675,0.53992262,0.842857143,0,1,0,0
1007,CrTaO3,Cr,Ta,0.8,0.58,0.68,1.66,1.5,2.258106575,1.956808277,-1.822,0.747901403,0.485714286,0,1,0,0
1008,CrTbO3,Cr,Tb,0.8,0.58,0.76,1.66,1.2,2.258106575,2.256932729,-2.056857143,0.720201351,0.542857143,0,1,0,0
1010,CrTeO3,Cr,Te,0.8,0.58,0.97,1.66,2.1,2.258106575,2.115491508,-2.191214286,0.656386042,0.692857143,0,0,0,1
1011,CrThO3,Cr,Th,0.8,0.58,0.94,1.66,1.3,2.258106575,2.246056043,-2.363857143,0.664801247,0.671428571,0,0,0,1
1012,CrTiO3,Cr,Ti,0.8,0.58,0.61,1.66,1.54,2.258106575,1.927848949,-1.680071429,0.773947721,0.435714286,0,1,0,0
1013,CrTlO3,Cr,Tl,0.57,0.58,1.2,1.66,1.62,2.258106575,2.297683747,-2.607642857,0.535769369,0.857142857,0,1,0,0
1014,CrTmO3,Cr,Tm,0.57,0.58,0.96,1.66,1.25,2.258106575,2.119700811,-2.235535714,0.590254389,0.685714286,0,0,0,1
1015,CrUO3,Cr,U,0.8,0.58,0.89,1.66,1.38,2.258106575,2.0478,-2.247785714,0.679316558,0.635714286,0,0,0,1
1016,CrVO3,Cr,V,0.8,0.58,0.58,1.66,1.63,2.258106575,1.758039163,-1.598428571,0.785674201,0.414285714,0,0,0,1
1017,CrWO3,Cr,W,0.8,0.58,0.66,1.66,2.36,2.258106575,1.7456,-1.539,0.755162582,0.471428571,0,1,0,0
1018,CrYO3,Cr,Y,0.57,0.58,0.9,1.66,1.22,2.258106575,2.235124352,-2.129785714,0.60565233,0.642857143,0,0,0,1
1019,CrYbO3,Cr,Yb,0.57,0.58,0.95,1.66,1.1,2.258106575,2.223980699,-2.247428571,0.59276611,0.678571429,0,1,0,0
1020,CrZnO3,Cr,Zn,0.57,0.58,0.74,1.66,1.65,2.258106575,2.096140752,-1.743964286,0.650934747,0.528571429,0,0,0,1
1021,CrZrO3,Cr,Zr,0.8,0.58,0.72,1.66,1.33,2.258106575,2.043777903,-1.945142857,0.733790056,0.514285714,0,0,0,1
1023,CsAgO3,Cs,Ag,1.88,1.67,0.95,0.79,1.93,3.300175886,2.488353231,-3.080107143,0.986940529,0.678571429,0,0,0,1
1024,CsAlO3,Cs,Al,1.88,1.67,0.54,0.79,1.61,3.300175886,1.892894405,-2.403214286,1.195520743,0.385714286,0,0,0,1
1025,CsAsO3,Cs,As,1.88,1.67,0.52,0.79,2.18,3.300175886,1.932227032,-1.977,1.207974085,0.371428571,0,0,0,1
1026,CsAuO3,Cs,Au,1.88,1.67,0.93,0.79,2.54,3.300175886,2.31369847,-2.627035714,0.995412121,0.664285714,0,0,1,0
1027,CsBO3,Cs,B,1.88,1.67,0.27,0.79,2.04,3.300175886,1.624661665,-1.52725,1.388808528,0.192857143,0,0,0,1
1028,CsBaO3,Cs,Ba,1.88,1.67,1.35,0.79,0.89,3.300175886,2.64009357,-4.648392857,0.843385543,0.964285714,0,0,0,1
1029,CsBeO3,Cs,Be,1.88,1.67,0.45,0.79,1.57,3.300175886,1.803349248,-2.234321429,1.253681212,0.321428571,0,0,0,1
1030,CsBiO3,Cs,Bi,1.88,1.67,0.76,0.79,2.02,3.300175886,2.215655462,-2.606428571,1.073754742,0.542857143,0,0,0,1
1031,CsCaO3,Cs,Ca,1.88,1.67,1.0,0.79,1.0,3.300175886,2.318139449,-3.813285714,0.966379268,0.714285714,0,0,0,1
1032,CsCdO3,Cs,Cd,1.88,1.67,0.95,0.79,1.69,3.300175886,2.286435201,-3.24125,0.986940529,0.678571429,0,0,0,1
1033,CsCeO3,Cs,Ce,1.88,1.67,0.94,0.79,1.12,3.300175886,2.268642439,-3.602214286,0.991158223,0.671428571,0,0,0,1
1036,Cs2O3,Cs,Cs,1.88,1.67,1.67,0.79,0.79,3.300175886,3.009747218,-5.411535714,0.755475649,1.192857143,0,0,0,1
1037,CsCuO3,Cs,Cu,1.88,1.67,0.68,0.79,1.9,3.300175886,2.005573846,-2.513,1.115053001,0.485714286,0,0,0,1
1038,CsDyO3,Cs,Dy,1.88,1.67,0.99,0.79,1.22,3.300175886,2.255580699,-3.643821429,0.970422696,0.707142857,0,0,0,1
1039,CsErO3,Cs,Er,1.88,1.67,0.89,0.79,1.24,3.300175886,2.250676638,-3.412892857,1.012799232,0.635714286,0,0,0,1
1040,CsEuO3,Cs,Eu,1.88,1.67,1.06,0.79,1.2,3.300175886,2.354367494,-3.8095,0.942809042,0.757142857,0,0,0,1
1041,CsFeO3,Cs,Fe,1.88,1.67,0.67,0.79,1.83,3.300175886,1.999521816,-2.53825,1.120439731,0.478571429,0,0,1,0
1042,CsGaO3,Cs,Ga,1.88,1.67,0.62,0.79,1.81,3.300175886,1.974643898,-2.442928571,1.148173387,0.442857143,0,0,0,1
1043,CsGdO3,Cs,Gd,1.88,1.67,0.94,0.79,1.2,3.300175886,2.28415608,-3.5485,0.991158223,0.671428571,1,0,0,0
1044,CsGeO3,Cs,Ge,1.88,1.67,0.63,0.79,2.01,3.300175886,1.899964183,-2.330392857,1.142517361,0.45,0,0,1,0
1045,CsHfO3,Cs,Hf,1.88,1.67,0.71,0.79,1.3,3.300175886,2.027412322,-2.981107143,1.099199167,0.507142857,0,0,0,1
1046,CsHgO3,Cs,Hg,1.88,1.67,1.11,0.79,2.0,3.300175886,2.323654714,-3.381107143,0.924027985,0.792857143,0,0,0,1
1047,CsHoO3,Cs,Ho,1.88,1.67,0.9,0.79,1.23,3.300175886,2.25865608,-3.441357143,1.008395758,0.642857143,1,0,0,0
1048,CsInO3,Cs,In,1.88,1.67,0.8,0.79,1.78,3.300175886,2.147680955,-2.854571429,1.054231928,0.571428571,0,1,0,0
1049,CsIrO3,Cs,Ir,1.88,1.67,0.63,0.79,2.2,3.300175886,2.009082787,-2.202821429,1.142517361,0.45,0,0,1,0
1050,CsKO3,Cs,K,1.88,1.67,1.38,0.79,0.82,3.300175886,2.723507129,-4.760642857,0.83428426,0.985714286,0,0,0,1
1051,CsLaO3,Cs,La,1.88,1.67,1.03,0.79,1.1,3.300175886,2.376509378,-3.811392857,0.954448659,0.735714286,1,0,0,0
1052,CsLiO3,Cs,Li,1.88,1.67,0.76,0.79,0.98,3.300175886,2.095547886,-3.304714286,1.073754742,0.542857143,0,0,0,1
1053,CsLuO3,Cs,Lu,1.88,1.67,0.86,0.79,1.27,3.300175886,2.209114963,-3.3275,1.02624347,0.614285714,0,0,0,1
1054,CsMgO3,Cs,Mg,1.88,1.67,0.72,0.79,1.31,3.300175886,2.046489492,-2.996142857,1.094014265,0.514285714,0,0,0,1
1056,CsMoO3,Cs,Mo,1.88,1.67,0.62,0.79,2.16,3.300175886,1.7893,-2.207928571,1.148173387,0.442857143,0,0,1,0
1057,CsNaO3,Cs,Na,1.88,1.67,1.02,0.79,0.93,3.300175886,2.425828064,-3.903785714,0.958392662,0.728571429,0,0,0,1
1058,CsNbO3,Cs,Nb,1.88,1.67,0.64,0.79,1.6,3.300175886,1.955055241,-2.627428571,1.136916785,0.457142857,0,0,1,0
1059,CsNdO3,Cs,Nd,1.88,1.67,0.98,0.79,1.14,3.300175886,2.320966993,-3.675785714,0.974500102,0.7,0,0,0,1
1062,CsOsO3,Cs,Os,1.88,1.67,0.57,0.79,2.2,3.300175886,1.954921624,-2.072321429,1.177314844,0.407142857,0,0,1,0
1064,CsPbO3,Cs,Pb,1.88,1.67,0.99,0.79,2.33,3.300175886,2.362863567,-2.898535714,0.970422696,0.707142857,1,0,0,0
1065,CsPdO3,Cs,Pd,1.88,1.67,0.75,0.79,2.2,3.300175886,2.04250519,-2.463821429,1.07874895,0.535714286,0,0,1,0
1067,CsPrO3,Cs,Pr,1.88,1.67,0.92,0.79,1.13,3.300175886,2.340791612,-3.552,0.999702691,0.657142857,0,0,0,1
1068,CsPtO3,Cs,Pt,1.88,1.67,0.67,0.79,2.28,3.300175886,2.64390067,-2.236107143,1.120439731,0.478571429,0,0,1,0
1069,CsPuO3,Cs,Pu,1.88,1.67,0.83,0.79,1.28,3.300175886,2.226583834,-3.255535714,1.040049436,0.592857143,0,0,0,1
1070,CsRbO3,Cs,Rb,1.88,1.67,1.52,0.79,0.82,3.300175886,2.825996661,-5.065142857,0.79428433,1.085714286,0,0,0,1
1071,CsReO3,Cs,Re,1.88,1.67,0.58,0.79,1.9,3.300175886,1.98797081,-2.2955,1.171368809,0.414285714,0,0,1,0
1072,CsRhO3,Cs,Rh,1.88,1.67,0.61,0.79,2.28,3.300175886,2.001424352,-2.105607143,1.153885693,0.435714286,0,0,1,0
1073,CsRuO3,Cs,Ru,1.88,1.67,0.57,0.79,2.2,3.300175886,2.018753288,-2.072321429,1.177314844,0.407142857,0,0,1,0
1074,CsSbO3,Cs,Sb,1.88,1.67,0.6,0.79,2.05,3.300175886,2.075848892,-2.238285714,1.159655121,0.428571429,0,0,1,0
1075,CsScO3,Cs,Sc,1.88,1.67,0.75,0.79,1.36,3.300175886,2.074614707,-3.027821429,1.07874895,0.535714286,1,0,0,0
1076,CsSiO3,Cs,Si,1.88,1.67,0.4,0.79,1.9,3.300175886,1.783360927,-1.904,1.28850569,0.285714286,0,0,0,1
1077,CsSmO3,Cs,Sm,1.88,1.67,0.96,0.79,1.17,3.300175886,2.311832729,-3.612142857,0.982758577,0.685714286,1,0,0,0
1078,CsSnO3,Cs,Sn,1.88,1.67,0.69,0.79,1.96,3.300175886,2.052287148,-2.494464286,1.109717819,0.492857143,0,0,0,1
1079,CsSrO3,Cs,Sr,1.88,1.67,1.18,0.79,0.95,3.300175886,2.452968591,-4.238357143,0.898957458,0.842857143,0,0,0,1
1080,CsTaO3,Cs,Ta,1.88,1.67,0.64,0.79,1.5,3.300175886,1.956808277,-2.694571429,1.136916785,0.457142857,0,0,1,0
1081,CsTbO3,Cs,Tb,1.88,1.67,0.84,0.79,1.2,3.300175886,2.256932729,-3.331,1.035406358,0.6,0,0,0,1
1083,CsTeO3,Cs,Te,1.88,1.67,0.77,0.79,2.1,3.300175886,2.115491508,-2.574464286,1.068806563,0.55,0,0,1,0
1084,CsThO3,Cs,Th,1.88,1.67,0.94,0.79,1.3,3.300175886,2.246056043,-3.481357143,0.991158223,0.671428571,0,0,1,0
1085,CsTiO3,Cs,Ti,1.88,1.67,0.71,0.79,1.54,3.300175886,1.927848949,-2.819964286,1.099199167,0.507142857,0,0,1,0
1086,CsTlO3,Cs,Tl,1.88,1.67,1.2,0.79,1.62,3.300175886,2.297683747,-3.832,0.892042401,0.857142857,0,1,0,0
1087,CsTmO3,Cs,Tm,1.88,1.67,0.96,0.79,1.25,3.300175886,2.119700811,-3.558428571,0.982758577,0.685714286,1,0,0,0
1088,CsUO3,Cs,U,1.88,1.67,0.76,0.79,1.38,3.300175886,2.0478,-3.036142857,1.073754742,0.542857143,0,1,0,0
1089,CsVO3,Cs,V,1.88,1.67,0.64,0.79,1.63,3.300175886,1.758039163,-2.607285714,1.136916785,0.457142857,0,0,0,1
1090,CsWO3,Cs,W,1.88,1.67,0.63,0.79,2.36,3.300175886,1.7456,-2.095392857,1.142517361,0.45,0,0,1,0
1091,CsYO3,Cs,Y,1.88,1.67,0.9,0.79,1.22,3.300175886,2.235124352,-3.448071429,1.008395758,0.642857143,0,0,0,1
1092,CsYbO3,Cs,Yb,1.88,1.67,0.95,0.79,1.1,3.300175886,2.223980699,-3.637392857,0.986940529,0.678571429,0,0,0,1
1093,CsZnO3,Cs,Zn,1.88,1.67,0.74,0.79,1.65,3.300175886,2.096140752,-2.811357143,1.083789833,0.528571429,0,0,0,1
1094,CsZrO3,Cs,Zr,1.88,1.67,0.72,0.79,1.33,3.300175886,2.043777903,-2.982714286,1.094014265,0.514285714,0,0,0,1
1096,CuAgO3,Cu,Ag,0.68,0.68,0.95,1.9,1.93,2.301547692,2.488353231,-2.056357143,0.625864725,0.678571429,0,1,0,0
1097,CuAlO3,Cu,Al,0.68,0.68,0.54,1.9,1.61,2.301547692,1.892894405,-1.404857143,0.758135106,0.385714286,0,0,0,1
1098,CuAsO3,Cu,As,0.77,0.68,0.46,1.9,2.18,2.301547692,1.932227032,-1.164642857,0.824957911,0.328571429,1,0,0,0
1099,CuAuO3,Cu,Au,0.68,0.68,0.93,1.9,2.54,2.301547692,2.31369847,-1.872642857,0.631236955,0.664285714,0,0,0,1
1100,CuBO3,Cu,B,0.54,0.68,0.27,1.9,2.04,2.301547692,1.624661665,-0.750214286,0.821429434,0.192857143,0,0,0,1
1101,CuBaO3,Cu,Ba,0.68,0.68,1.35,1.9,0.89,2.301547692,2.64009357,-3.020357143,0.534829856,0.964285714,0,1,0,0
1102,CuBeO3,Cu,Be,0.68,0.68,0.45,1.9,1.57,2.301547692,1.803349248,-1.2545,0.795017354,0.321428571,0,0,0,1
1103,CuBiO3,Cu,Bi,0.77,0.68,0.76,1.9,2.02,2.301547692,2.215655462,-1.742214286,0.710380424,0.542857143,1,0,0,0
1104,CuCaO3,Cu,Ca,0.68,0.68,1.0,1.9,1.0,2.301547692,2.318139449,-2.371142857,0.612825877,0.714285714,0,1,0,0
1105,CuCdO3,Cu,Cd,0.68,0.68,0.95,1.9,1.69,2.301547692,2.286435201,-2.114642857,0.625864725,0.678571429,0,0,0,1
1106,CuCeO3,Cu,Ce,0.68,0.68,0.94,1.9,1.12,2.301547692,2.268642439,-2.235285714,0.628539361,0.671428571,1,0,0,0
1107,CuCoO3,Cu,Co,0.73,0.68,0.53,1.9,1.88,2.301547692,1.930310969,-1.349357143,0.780382095,0.378571429,0,0,0,1
1108,CuCrO3,Cu,Cr,0.77,0.68,0.49,1.9,1.66,2.301547692,1.960053288,-1.361,0.811863341,0.35,0,0,0,1
1109,CuCsO3,Cu,Cs,0.68,0.68,1.67,1.9,0.79,2.301547692,3.009747218,-3.613785714,0.479082119,1.192857143,0,0,0,1
1110,Cu2O3,Cu,Cu,0.68,0.68,0.68,1.9,1.9,2.301547692,2.005573846,-1.583428571,0.707106781,0.485714286,0,0,0,1
1111,CuDyO3,Cu,Dy,0.68,0.68,0.99,1.9,1.22,2.301547692,2.255580699,-2.299928571,0.615390002,0.707142857,1,0,0,0
1112,CuErO3,Cu,Er,0.68,0.68,0.89,1.9,1.24,2.301547692,2.250676638,-2.117214286,0.642262928,0.635714286,0,0,0,1
1113,CuEuO3,Cu,Eu,0.68,0.68,1.06,1.9,1.2,2.301547692,2.354367494,-2.429285714,0.597878904,0.757142857,0,1,0,0
1114,CuFeO3,Cu,Fe,0.73,0.68,0.59,1.9,1.83,2.301547692,1.999521816,-1.469107143,0.756852987,0.421428571,0,0,0,1
1115,CuGaO3,Cu,Ga,0.68,0.68,0.62,1.9,1.81,2.301547692,1.974643898,-1.498571429,0.728109953,0.442857143,0,0,0,1
1116,CuGdO3,Cu,Gd,0.68,0.68,0.94,1.9,1.2,2.301547692,2.28415608,-2.215857143,0.628539361,0.671428571,1,0,0,0
1117,CuGeO3,Cu,Ge,0.73,0.68,0.53,1.9,2.01,2.301547692,1.899964183,-1.315464286,0.780382095,0.378571429,0,0,0,1
1118,CuHfO3,Cu,Hf,0.68,0.68,0.71,1.9,1.3,2.301547692,2.027412322,-1.7825,0.69705313,0.507142857,0,0,0,1
1119,CuHgO3,Cu,Hg,0.68,0.68,1.11,1.9,2.0,2.301547692,2.323654714,-2.323928571,0.585968966,0.792857143,0,1,0,0
1120,CuHoO3,Cu,Ho,0.68,0.68,0.9,1.9,1.23,2.301547692,2.25865608,-2.137428571,0.63947048,0.642857143,1,0,0,0
1121,CuInO3,Cu,In,0.68,0.68,0.8,1.9,1.78,2.301547692,2.147680955,-1.826,0.66853732,0.571428571,0,0,0,1
1122,CuIrO3,Cu,Ir,0.77,0.68,0.57,1.9,2.2,2.301547692,2.009082787,-1.354785714,0.778894272,0.407142857,0,0,0,1
1123,CuKO3,Cu,K,0.68,0.68,1.38,1.9,0.82,2.301547692,2.723507129,-3.090714286,0.529058311,0.985714286,0,0,0,1
1124,CuLaO3,Cu,La,0.68,0.68,1.03,1.9,1.1,2.301547692,2.376509378,-2.400214286,0.605260125,0.735714286,1,0,0,0
1125,CuLiO3,Cu,Li,0.68,0.68,0.76,1.9,0.98,2.301547692,2.095547886,-1.949142857,0.680917641,0.542857143,0,0,0,1
1126,CuLuO3,Cu,Lu,0.68,0.68,0.86,1.9,1.27,2.301547692,2.209114963,-2.056571429,0.650788542,0.614285714,0,0,0,1
1127,CuMgO3,Cu,Mg,0.68,0.68,0.72,1.9,1.31,2.301547692,2.046489492,-1.797857143,0.693765144,0.514285714,0,0,0,1
1128,CuMnO3,Cu,Mn,0.73,0.68,0.53,1.9,1.55,2.301547692,2.16999357,-1.435392857,0.780382095,0.378571429,0,0,0,1
1129,CuMoO3,Cu,Mo,0.77,0.68,0.61,1.9,2.16,2.301547692,1.7893,-1.436928571,0.763393888,0.435714286,1,0,0,0
1130,CuNaO3,Cu,Na,0.68,0.68,1.02,1.9,0.93,2.301547692,2.425828064,-2.423714286,0.6077612,0.728571429,0,0,0,1
1131,CuNbO3,Cu,Nb,0.77,0.68,0.64,1.9,1.6,2.301547692,1.955055241,-1.644285714,0.752167507,0.457142857,1,0,0,0
1132,CuNdO3,Cu,Nd,0.68,0.68,0.98,1.9,1.14,2.301547692,2.320966993,-2.301571429,0.617975674,0.7,1,0,0,0
1133,CuNiO3,Cu,Ni,0.73,0.68,0.48,1.9,1.91,2.301547692,2.103725488,-1.252607143,0.801136938,0.342857143,0,0,0,1
1135,CuOsO3,Cu,Os,0.68,0.68,0.57,1.9,2.2,2.301547692,1.954921624,-1.314928571,0.746589901,0.407142857,1,0,0,0
1137,CuPbO3,Cu,Pb,0.68,0.68,0.99,1.9,2.33,2.301547692,2.362863567,-2.030357143,0.615390002,0.707142857,1,0,0,0
1138,CuPdO3,Cu,Pd,0.68,0.68,0.75,1.9,2.2,2.301547692,2.04250519,-1.635071429,0.6840847,0.535714286,0,0,0,1
1140,CuPrO3,Cu,Pr,0.68,0.68,0.92,1.9,1.13,2.301547692,2.340791612,-2.197285714,0.633957804,0.657142857,1,0,0,0
1141,CuPtO3,Cu,Pt,0.68,0.68,0.67,1.9,2.28,2.301547692,2.64390067,-1.473357143,0.710522756,0.478571429,0,0,0,1
1142,CuPuO3,Cu,Pu,0.68,0.68,0.83,1.9,1.28,2.301547692,2.226583834,-2.000785714,0.659543545,0.592857143,0,0,0,1
1143,CuRbO3,Cu,Rb,0.68,0.68,1.52,1.9,0.82,2.301547692,2.825996661,-3.339714286,0.503692502,1.085714286,0,0,0,1
1144,CuReO3,Cu,Re,0.77,0.68,0.58,1.9,1.9,2.301547692,1.98797081,-1.455071429,0.774960462,0.414285714,1,0,0,0
1145,CuRhO3,Cu,Rh,0.73,0.68,0.6,1.9,2.28,2.301547692,2.001424352,-1.369571429,0.753068722,0.428571429,0,0,0,1
1146,CuRuO3,Cu,Ru,0.77,0.68,0.57,1.9,2.2,2.301547692,2.018753288,-1.354785714,0.778894272,0.407142857,0,1,0,0
1147,CuSbO3,Cu,Sb,0.77,0.68,0.6,1.9,2.05,2.301547692,2.075848892,-1.449392857,0.767210858,0.428571429,1,0,0,0
1148,CuScO3,Cu,Sc,0.68,0.68,0.75,1.9,1.36,2.301547692,2.074614707,-1.839071429,0.6840847,0.535714286,0,0,0,1
1149,CuSiO3,Cu,Si,0.68,0.68,0.4,1.9,1.9,2.301547692,1.783360927,-1.085428571,0.817101169,0.285714286,0,0,0,1
1150,CuSmO3,Cu,Sm,0.68,0.68,0.96,1.9,1.17,2.301547692,2.311832729,-2.258714286,0.623212756,0.685714286,1,0,0,0
1151,CuSnO3,Cu,Sn,0.68,0.68,0.69,1.9,1.96,2.301547692,2.052287148,-1.586642857,0.703723495,0.492857143,0,0,0,1
1152,CuSrO3,Cu,Sr,0.68,0.68,1.18,1.9,0.95,2.301547692,2.452968591,-2.703428571,0.570070583,0.842857143,0,1,0,0
1153,CuTaO3,Cu,Ta,0.77,0.68,0.64,1.9,1.5,2.301547692,1.956808277,-1.671785714,0.752167507,0.457142857,0,1,0,0
1154,CuTbO3,Cu,Tb,0.68,0.68,0.84,1.9,1.2,2.301547692,2.256932729,-2.038,0.656599154,0.6,1,0,0,0
1156,CuTeO3,Cu,Te,0.73,0.68,0.97,1.9,2.1,2.301547692,2.115491508,-2.074571429,0.635501031,0.692857143,1,0,0,0
1157,CuThO3,Cu,Th,0.68,0.68,0.94,1.9,1.3,2.301547692,2.246056043,-2.191571429,0.628539361,0.671428571,0,0,0,1
1158,CuTiO3,Cu,Ti,0.73,0.68,0.61,1.9,1.54,2.301547692,1.927848949,-1.580285714,0.749322111,0.435714286,0,1,0,0
1159,CuTlO3,Cu,Tl,0.68,0.68,1.2,1.9,1.62,2.301547692,2.297683747,-2.576285714,0.565685425,0.857142857,1,0,0,0
1160,CuTmO3,Cu,Tm,0.68,0.68,0.96,1.9,1.25,2.301547692,2.119700811,-2.239285714,0.623212756,0.685714286,1,0,0,0
1161,CuUO3,Cu,U,0.77,0.68,0.76,1.9,1.38,2.301547692,2.0478,-1.918214286,0.710380424,0.542857143,1,0,0,0
1162,CuVO3,Cu,V,0.77,0.68,0.54,1.9,1.63,2.301547692,1.758039163,-1.458178571,0.790939028,0.385714286,0,1,0,0
1163,CuWO3,Cu,W,0.77,0.68,0.62,1.9,2.36,2.301547692,1.7456,-1.399714286,0.75961471,0.442857143,1,0,0,0
1164,CuYO3,Cu,Y,0.68,0.68,0.9,1.9,1.22,2.301547692,2.235124352,-2.139857143,0.63947048,0.642857143,1,0,0,0
1165,CuYbO3,Cu,Yb,0.68,0.68,0.95,1.9,1.1,2.301547692,2.223980699,-2.257928571,0.625864725,0.678571429,0,1,0,0
1166,CuZnO3,Cu,Zn,0.68,0.68,0.74,1.9,1.65,2.301547692,2.096140752,-1.750857143,0.687281357,0.528571429,0,0,0,1
1167,CuZrO3,Cu,Zr,0.68,0.68,0.72,1.9,1.33,2.301547692,2.043777903,-1.793,0.693765144,0.514285714,0,0,0,1
1169,DyAgO3,Dy,Ag,1.08,0.99,0.95,1.22,1.93,2.550861398,2.488353231,-2.502785714,0.746223327,0.678571429,0,0,0,1
1170,DyAlO3,Dy,Al,1.08,0.99,0.54,1.22,1.61,2.550861398,1.892894405,-1.797428571,0.903930318,0.385714286,0,1,0,0
1171,DyAsO3,Dy,As,1.08,0.99,0.58,1.22,2.18,2.550861398,1.932227032,-1.658428571,0.8856691,0.414285714,0,0,0,1
1172,DyAuO3,Dy,Au,1.08,0.99,0.93,1.22,2.54,2.550861398,2.31369847,-2.227071429,0.752628677,0.664285714,0,0,0,1
1173,DyBO3,Dy,B,1.08,0.99,0.27,1.22,2.04,2.550861398,1.624661665,-1.085785714,1.050074741,0.192857143,0,0,0,1
1174,DyBaO3,Dy,Ba,1.08,0.99,1.35,1.22,0.89,2.550861398,2.64009357,-3.7125,0.637681752,0.964285714,0,1,0,0
1175,DyBeO3,Dy,Be,1.08,0.99,0.45,1.22,1.57,2.550861398,1.803349248,-1.630928571,0.947905307,0.321428571,0,0,1,0
1176,DyBiO3,Dy,Bi,1.08,0.99,0.9,1.22,2.02,2.550861398,2.215655462,-2.367,0.762445573,0.642857143,0,0,0,1
1177,DyCaO3,Dy,Ca,1.08,0.99,1.0,1.22,1.0,2.550861398,2.318139449,-2.962571429,0.730677007,0.714285714,0,0,0,1
1178,DyCdO3,Dy,Cd,1.08,0.99,0.95,1.22,1.69,2.550861398,2.286435201,-2.595357143,0.746223327,0.678571429,0,0,0,1
1179,DyCeO3,Dy,Ce,1.19,0.99,0.87,1.22,1.12,2.550861398,2.268642439,-2.744642857,0.806787032,0.621428571,0,0,0,1
1180,DyCoO3,Dy,Co,1.08,0.99,0.61,1.22,1.88,2.550861398,1.930310969,-1.834785714,0.872450158,0.435714286,0,1,0,0
1181,DyCrO3,Dy,Cr,1.08,0.99,0.62,1.22,1.66,2.550861398,1.960053288,-1.939857143,0.868131098,0.442857143,0,1,0,0
1183,DyCuO3,Dy,Cu,1.08,0.99,0.54,1.22,1.9,2.550861398,2.005573846,-1.685571429,0.903930318,0.385714286,0,1,0,0
1184,Dy2O3,Dy,Dy,1.08,0.99,0.99,1.22,1.22,2.550861398,2.255580699,-2.8575,0.733734233,0.707142857,0,0,0,1
1185,DyErO3,Dy,Er,1.08,0.99,0.89,1.22,1.24,2.550861398,2.250676638,-2.647642857,0.765775029,0.635714286,0,0,0,1
1186,DyEuO3,Dy,Eu,1.08,0.99,1.06,1.22,1.2,2.550861398,2.354367494,-3.006714286,0.712855617,0.757142857,0,0,0,1
1187,DyFeO3,Dy,Fe,1.08,0.99,0.65,1.22,1.83,2.550861398,1.999521816,-1.934928571,0.85542674,0.464285714,0,1,0,0
1188,DyGaO3,Dy,Ga,1.08,0.99,0.62,1.22,1.81,2.550861398,1.974643898,-1.882,0.868131098,0.442857143,0,1,0,0
1189,DyGdO3,Dy,Gd,1.08,0.99,0.94,1.22,1.2,2.550861398,2.28415608,-2.764142857,0.749412315,0.671428571,0,0,0,1
1190,DyGeO3,Dy,Ge,1.19,0.99,0.53,1.22,2.01,2.550861398,1.899964183,-1.679107143,0.948915318,0.378571429,0,0,0,1
1191,DyHfO3,Dy,Hf,1.19,0.99,0.71,1.22,1.3,2.550861398,2.027412322,-2.344714286,0.867965196,0.507142857,0,0,0,1
1192,DyHgO3,Dy,Hg,1.08,0.99,1.11,1.22,2.0,2.550861398,2.323654714,-2.799214286,0.698655306,0.792857143,0,0,0,1
1193,DyHoO3,Dy,Ho,1.08,0.99,0.9,1.22,1.23,2.550861398,2.25865608,-2.671714286,0.762445573,0.642857143,0,0,0,1
1194,DyInO3,Dy,In,1.08,0.99,0.8,1.22,1.78,2.550861398,2.147680955,-2.257428571,0.79710219,0.571428571,0,0,0,1
1195,DyIrO3,Dy,Ir,1.19,0.99,0.63,1.22,2.2,2.550861398,2.009082787,-1.8005,0.902170721,0.45,0,0,0,1
1196,DyKO3,Dy,K,1.08,0.99,1.38,1.22,0.82,2.550861398,2.723507129,-3.800142857,0.630800294,0.985714286,0,1,0,0
1197,DyLaO3,Dy,La,1.08,0.99,1.03,1.22,1.1,2.550861398,2.376509378,-2.984642857,0.721656303,0.735714286,0,0,0,1
1198,DyLiO3,Dy,Li,1.08,0.99,0.76,1.22,0.98,2.550861398,2.095547886,-2.485142857,0.811863341,0.542857143,0,1,0,0
1199,DyLuO3,Dy,Lu,1.08,0.99,0.86,1.22,1.27,2.550861398,2.209114963,-2.575428571,0.775940185,0.614285714,0,0,0,1
1200,DyMgO3,Dy,Mg,1.08,0.99,0.72,1.22,1.31,2.550861398,2.046489492,-2.277,0.827181518,0.514285714,0,1,0,0
1201,DyMnO3,Dy,Mn,1.19,0.99,0.53,1.22,1.55,2.550861398,2.16999357,-1.874607143,0.948915318,0.378571429,0,1,0,0
1202,DyMoO3,Dy,Mo,1.19,0.99,0.65,1.22,2.16,2.550861398,1.7893,-1.857928571,0.893369055,0.464285714,0,0,0,1
1203,DyNaO3,Dy,Na,1.08,0.99,1.02,1.22,0.93,2.550861398,2.425828064,-3.03,0.724638354,0.728571429,0,0,0,1
