,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
1204,DyNbO3,Dy,Nb,1.19,0.99,0.68,1.22,1.6,2.550861398,1.955055241,-2.156571429,0.880483925,0.485714286,0,0,0,1
1205,DyNdO3,Dy,Nd,1.08,0.99,0.98,1.22,1.14,2.550861398,2.320966993,-2.868142857,0.73681715,0.7,0,0,0,1
1206,DyNiO3,Dy,Ni,1.08,0.99,0.6,1.22,1.91,2.550861398,2.103725488,-1.803,0.876812409,0.428571429,0,1,0,0
1208,DyOsO3,Dy,Os,1.08,0.99,0.57,1.22,2.2,2.550861398,1.954921624,-1.6305,0.890164882,0.407142857,0,0,0,1
1210,DyPbO3,Dy,Pb,1.19,0.99,0.78,1.22,2.33,2.550861398,2.362863567,-2.048464286,0.840094754,0.557142857,0,0,0,1
1211,DyPdO3,Dy,Pd,1.19,0.99,0.62,1.22,2.2,2.550861398,2.04250519,-1.780285714,0.906636913,0.442857143,0,1,0,0
1213,DyPrO3,Dy,Pr,1.19,0.99,0.85,1.22,1.13,2.550861398,2.340791612,-2.699964286,0.813958473,0.607142857,0,0,0,1
1214,DyPtO3,Dy,Pt,1.08,0.99,0.67,1.22,2.28,2.550861398,2.64390067,-1.801785714,0.847161748,0.478571429,0,0,0,1
1215,DyPuO3,Dy,Pu,1.08,0.99,0.83,1.22,1.28,2.550861398,2.226583834,-2.510928571,0.786378842,0.592857143,0,0,0,1
1216,DyRbO3,Dy,Rb,1.08,0.99,1.52,1.22,0.82,2.550861398,2.825996661,-4.083142857,0.600556444,1.085714286,0,1,0,0
1217,DyReO3,Dy,Re,1.19,0.99,0.63,1.22,1.9,2.550861398,1.98797081,-1.928,0.902170721,0.45,0,0,0,1
1218,DyRhO3,Dy,Rh,1.19,0.99,0.6,1.22,2.28,2.550861398,2.001424352,-1.705857143,0.915703282,0.428571429,0,0,0,1
1219,DyRuO3,Dy,Ru,1.19,0.99,0.62,1.22,2.2,2.550861398,2.018753288,-1.780285714,0.906636913,0.442857143,0,0,0,1
1220,DySbO3,Dy,Sb,1.08,0.99,0.76,1.22,2.05,2.550861398,2.075848892,-2.072428571,0.811863341,0.542857143,0,0,0,1
1221,DyScO3,Dy,Sc,1.08,0.99,0.75,1.22,1.36,2.550861398,2.074614707,-2.318357143,0.81563945,0.535714286,0,1,0,0
1222,DySiO3,Dy,Si,1.08,0.99,0.4,1.22,1.9,2.550861398,1.783360927,-1.402571429,0.97423601,0.285714286,0,0,0,1
1223,DySmO3,Dy,Sm,1.08,0.99,0.96,1.22,1.17,2.550861398,2.311832729,-2.816142857,0.743061363,0.685714286,0,0,0,1
1224,DySnO3,Dy,Sn,1.19,0.99,0.69,1.22,1.96,2.550861398,2.052287148,-2.023785714,0.876271083,0.492857143,0,0,0,1
1225,DySrO3,Dy,Sr,1.08,0.99,1.18,1.22,0.95,2.550861398,2.452968591,-3.345714286,0.679699542,0.842857143,0,1,0,0
1226,DyTaO3,Dy,Ta,1.19,0.99,0.68,1.22,1.5,2.550861398,1.956808277,-2.199071429,0.880483925,0.485714286,0,0,0,1
1227,DyTbO3,Dy,Tb,1.19,0.99,0.76,1.22,1.2,2.550861398,2.256932729,-2.488285714,0.847873409,0.542857143,0,0,0,1
1229,DyTeO3,Dy,Te,1.19,0.99,0.97,1.22,2.1,2.550861398,2.115491508,-2.530285714,0.772745385,0.692857143,0,0,0,1
1230,DyThO3,Dy,Th,1.19,0.99,0.94,1.22,1.3,2.550861398,2.246056043,-2.809642857,0.782652377,0.671428571,0,0,0,1
1231,DyTiO3,Dy,Ti,1.19,0.99,0.61,1.22,1.54,2.550861398,1.927848949,-2.040571429,0.911147544,0.435714286,0,1,0,0
1232,DyTlO3,Dy,Tl,1.08,0.99,1.2,1.22,1.62,2.550861398,2.297683747,-3.127714286,0.674471084,0.857142857,0,0,0,1
1233,DyTmO3,Dy,Tm,1.08,0.99,0.96,1.22,1.25,2.550861398,2.119700811,-2.785285714,0.743061363,0.685714286,0,0,0,1
1234,DyUO3,Dy,U,1.19,0.99,0.89,1.22,1.38,2.550861398,2.0478,-2.674571429,0.799740857,0.635714286,0,0,0,1
1235,DyVO3,Dy,V,1.19,0.99,0.58,1.22,1.63,2.550861398,1.758039163,-1.941678571,0.92495281,0.414285714,0,1,0,0
1236,DyWO3,Dy,W,1.19,0.99,0.66,1.22,2.36,2.550861398,1.7456,-1.793142857,0.889032312,0.471428571,0,0,0,1
1237,DyYO3,Dy,Y,1.08,0.99,0.9,1.22,1.22,2.550861398,2.235124352,-2.675571429,0.762445573,0.642857143,0,0,0,1
1238,DyYbO3,Dy,Yb,1.08,0.99,0.95,1.22,1.1,2.550861398,2.223980699,-2.822928571,0.746223327,0.678571429,0,0,0,1
1239,DyZnO3,Dy,Zn,1.08,0.99,0.74,1.22,1.65,2.550861398,2.096140752,-2.186285714,0.819450849,0.528571429,0,1,0,0
1240,DyZrO3,Dy,Zr,1.19,0.99,0.72,1.22,1.33,2.550861398,2.043777903,-2.352178571,0.86387102,0.514285714,0,0,0,1
1242,ErAgO3,Er,Ag,1.06,0.89,0.75,1.24,1.93,2.536253277,2.488353231,-2.082357143,0.809061712,0.535714286,0,0,0,1
1243,ErAlO3,Er,Al,1.06,0.89,0.54,1.24,1.61,2.536253277,1.892894405,-1.7805,0.896640558,0.385714286,0,1,0,0
1244,ErAsO3,Er,As,1.06,0.89,0.58,1.24,2.18,2.536253277,1.932227032,-1.645285714,0.878526607,0.414285714,0,0,0,1
1245,ErAuO3,Er,Au,1.06,0.89,0.93,1.24,2.54,2.536253277,2.31369847,-2.214,0.746559091,0.664285714,0,0,0,1
1246,ErBO3,Er,B,1.06,0.89,0.27,1.24,2.04,2.536253277,1.624661665,-1.073857143,1.041606396,0.192857143,0,0,0,1
1247,ErBaO3,Er,Ba,1.06,0.89,1.35,1.24,0.89,2.536253277,2.64009357,-3.684642857,0.632539157,0.964285714,0,1,0,0
1248,ErBeO3,Er,Be,1.06,0.89,0.45,1.24,1.57,2.536253277,1.803349248,-1.614357143,0.940260909,0.321428571,0,0,1,0
1249,ErBiO3,Er,Bi,1.06,0.89,1.03,1.24,2.02,2.536253277,2.215655462,-2.612285714,0.715836495,0.735714286,0,0,0,1
1250,ErCaO3,Er,Ca,1.06,0.89,1.0,1.24,1.0,2.536253277,2.318139449,-2.938,0.724784451,0.714285714,0,0,0,1
1251,ErCdO3,Er,Cd,1.06,0.89,0.95,1.24,1.69,2.536253277,2.286435201,-2.576071429,0.740205396,0.678571429,0,0,0,1
1252,ErCeO3,Er,Ce,1.06,0.89,1.01,1.24,1.12,2.536253277,2.268642439,-2.912714286,0.721777046,0.721428571,0,0,0,1
1253,ErCoO3,Er,Co,1.06,0.89,0.61,1.24,1.88,2.536253277,1.930310969,-1.819285714,0.86541427,0.435714286,0,1,0,0
1254,ErCrO3,Er,Cr,1.06,0.89,0.62,1.24,1.66,2.536253277,1.960053288,-1.922714286,0.86113004,0.442857143,0,1,0,0
1255,ErCsO3,Er,Cs,1.06,0.89,1.67,1.24,0.79,2.536253277,3.009747218,-4.367071429,0.566606737,1.192857143,0,1,0,0
1256,ErCuO3,Er,Cu,1.06,0.89,0.54,1.24,1.9,2.536253277,2.005573846,-1.670714286,0.896640558,0.385714286,0,1,0,0
1257,ErDyO3,Er,Dy,1.06,0.89,0.91,1.24,1.22,2.536253277,2.255580699,-2.673428571,0.753022806,0.65,0,0,0,1
1258,Er2O3,Er,Er,1.06,0.89,0.89,1.24,1.24,2.536253277,2.250676638,-2.625571429,0.759599424,0.635714286,0,0,0,1
1259,ErEuO3,Er,Eu,1.06,0.89,0.95,1.24,1.2,2.536253277,2.354367494,-2.761571429,0.740205396,0.678571429,0,0,0,1
1260,ErFeO3,Er,Fe,1.06,0.89,0.65,1.24,1.83,2.536253277,1.999521816,-1.918785714,0.848528137,0.464285714,0,1,0,0
1261,ErGaO3,Er,Ga,1.06,0.89,0.62,1.24,1.81,2.536253277,1.974643898,-1.865928571,0.86113004,0.442857143,0,1,0,0
1262,ErGdO3,Er,Gd,1.06,0.89,0.94,1.24,1.2,2.536253277,2.28415608,-2.741428571,0.743368667,0.671428571,0,0,0,1
1263,ErGeO3,Er,Ge,1.06,0.89,0.63,1.24,2.01,2.536253277,1.899964183,-1.810357143,0.856888021,0.45,0,0,0,1
1264,ErHfO3,Er,Hf,1.06,0.89,0.71,1.24,1.3,2.536253277,2.027412322,-2.240285714,0.824399375,0.507142857,0,0,0,1
1265,ErHgO3,Er,Hg,1.06,0.89,1.11,1.24,2.0,2.536253277,2.323654714,-2.781,0.693020989,0.792857143,0,0,0,1
1266,ErHoO3,Er,Ho,1.06,0.89,0.9,1.24,1.23,2.536253277,2.25865608,-2.6495,0.756296818,0.642857143,0,0,0,1
1267,ErInO3,Er,In,1.06,0.89,0.8,1.24,1.78,2.536253277,2.147680955,-2.239857143,0.790673946,0.571428571,0,0,0,1
1268,ErIrO3,Er,Ir,1.06,0.89,0.68,1.24,2.2,2.536253277,2.009082787,-1.839142857,0.836289751,0.485714286,0,0,0,1
1269,ErKO3,Er,K,1.06,0.89,1.38,1.24,0.82,2.536253277,2.723507129,-3.771571429,0.625713195,0.985714286,0,0,0,1
1270,ErLaO3,Er,La,1.06,0.89,1.03,1.24,1.1,2.536253277,2.376509378,-2.960571429,0.715836495,0.735714286,0,0,0,1
1271,ErLiO3,Er,Li,1.06,0.89,0.76,1.24,0.98,2.536253277,2.095547886,-2.462142857,0.805316056,0.542857143,0,0,0,1
1272,ErLuO3,Er,Lu,1.06,0.89,0.86,1.24,1.27,2.536253277,2.209114963,-2.553785714,0.769682603,0.614285714,0,0,0,1
1273,ErMgO3,Er,Mg,1.06,0.89,0.72,1.24,1.31,2.536253277,2.046489492,-2.256642857,0.820510699,0.514285714,0,0,0,1
1274,ErMnO3,Er,Mn,1.06,0.89,0.65,1.24,1.55,2.536253277,2.16999357,-2.024785714,0.848528137,0.464285714,0,1,0,0
1275,ErMoO3,Er,Mo,1.06,0.89,0.69,1.24,2.16,2.536253277,1.7893,-1.874428571,0.832288364,0.492857143,0,0,0,1
1276,ErNaO3,Er,Na,1.06,0.89,1.02,1.24,0.93,2.536253277,2.425828064,-3.004785714,0.718794497,0.728571429,0,0,0,1
1277,ErNbO3,Er,Nb,1.06,0.89,0.72,1.24,1.6,2.536253277,1.955055241,-2.146857143,0.820510699,0.514285714,0,0,0,1
1278,ErNdO3,Er,Nd,1.06,0.89,0.98,1.24,1.14,2.536253277,2.320966993,-2.844714286,0.730875076,0.7,0,0,0,1
1279,ErNiO3,Er,Ni,1.06,0.89,0.6,1.24,1.91,2.536253277,2.103725488,-1.787785714,0.869741341,0.428571429,0,1,0,0
1281,ErOsO3,Er,Os,1.06,0.89,0.57,1.24,2.2,2.536253277,1.954921624,-1.617571429,0.882986133,0.407142857,0,0,0,1
1283,ErPbO3,Er,Pb,1.06,0.89,0.99,1.24,2.33,2.536253277,2.362863567,-2.414357143,0.727817022,0.707142857,0,0,0,1
1284,ErPdO3,Er,Pd,1.06,0.89,0.75,1.24,2.2,2.536253277,2.04250519,-1.980142857,0.809061712,0.535714286,0,0,0,1
1286,ErPrO3,Er,Pr,1.06,0.89,0.99,1.24,1.13,2.536253277,2.340791612,-2.868642857,0.727817022,0.707142857,0,0,0,1
1287,ErPtO3,Er,Pt,1.06,0.89,0.67,1.24,2.28,2.536253277,2.64390067,-1.788714286,0.840329798,0.478571429,0,0,0,1
1288,ErPuO3,Er,Pu,1.06,0.89,0.83,1.24,1.28,2.536253277,2.226583834,-2.489571429,0.780037077,0.592857143,0,0,0,1
1289,ErRbO3,Er,Rb,1.06,0.89,1.52,1.24,0.82,2.536253277,2.825996661,-4.053571429,0.595713247,1.085714286,0,1,0,0
1290,ErReO3,Er,Re,1.06,0.89,0.63,1.24,1.9,2.536253277,1.98797081,-1.852,0.856888021,0.45,0,0,0,1
1291,ErRhO3,Er,Rh,1.06,0.89,0.67,1.24,2.28,2.536253277,2.001424352,-1.788714286,0.840329798,0.478571429,0,0,0,1
1292,ErRuO3,Er,Ru,1.06,0.89,0.68,1.24,2.2,2.536253277,2.018753288,-1.839142857,0.836289751,0.485714286,0,0,0,1
1293,ErSbO3,Er,Sb,1.06,0.89,0.76,1.24,2.05,2.536253277,2.075848892,-2.057071429,0.805316056,0.542857143,0,0,0,1
1294,ErScO3,Er,Sc,1.06,0.89,0.75,1.24,1.36,2.536253277,2.074614707,-2.298142857,0.809061712,0.535714286,0,0,0,1
1295,ErSiO3,Er,Si,1.06,0.89,0.4,1.24,1.9,2.536253277,1.783360927,-1.388714286,0.966379268,0.285714286,0,0,0,1
1296,ErSmO3,Er,Sm,1.06,0.89,0.96,1.24,1.17,2.536253277,2.311832729,-2.793071429,0.737068933,0.685714286,0,0,0,1
1297,ErSnO3,Er,Sn,1.06,0.89,0.69,1.24,1.96,2.536253277,2.052287148,-1.950142857,0.832288364,0.492857143,0,0,0,1
1298,ErSrO3,Er,Sr,1.06,0.89,1.18,1.24,0.95,2.536253277,2.452968591,-3.3195,0.674218094,0.842857143,0,1,0,0
1299,ErTaO3,Er,Ta,1.06,0.89,0.72,1.24,1.5,2.536253277,1.956808277,-2.184714286,0.820510699,0.514285714,0,0,0,1
1300,ErTbO3,Er,Tb,1.06,0.89,0.92,1.24,1.2,2.536253277,2.256932729,-2.701142857,0.749777018,0.657142857,0,0,0,1
1302,ErTeO3,Er,Te,1.06,0.89,0.77,1.24,2.1,2.536253277,2.115491508,-2.058285714,0.801604922,0.55,0,0,0,1
1303,ErThO3,Er,Th,1.06,0.89,0.94,1.24,1.3,2.536253277,2.246056043,-2.703571429,0.743368667,0.671428571,0,0,0,1
1304,ErTiO3,Er,Ti,1.06,0.89,0.67,1.24,1.54,2.536253277,1.927848949,-2.068857143,0.840329798,0.478571429,0,1,0,0
1305,ErTlO3,Er,Tl,1.06,0.89,0.89,1.24,1.62,2.536253277,2.297683747,-2.481714286,0.759599424,0.635714286,0,0,0,1
1306,ErTmO3,Er,Tm,1.06,0.89,0.88,1.24,1.25,2.536253277,2.119700811,-2.601642857,0.762931001,0.628571429,0,0,0,1
1307,ErUO3,Er,U,1.06,0.89,1.03,1.24,1.38,2.536253277,2.0478,-2.854571429,0.715836495,0.735714286,0,0,0,1
1308,ErVO3,Er,V,1.06,0.89,0.64,1.24,1.63,2.536253277,1.758039163,-1.974357143,0.852687589,0.457142857,0,1,0,0
1309,ErWO3,Er,W,1.06,0.89,0.66,1.24,2.36,2.536253277,1.7456,-1.738285714,0.844409069,0.471428571,0,0,0,1
1310,ErYO3,Er,Y,1.06,0.89,0.9,1.24,1.22,2.536253277,2.235124352,-2.653285714,0.756296818,0.642857143,0,0,0,1
1311,ErYbO3,Er,Yb,1.06,0.89,0.87,1.24,1.1,2.536253277,2.223980699,-2.638285714,0.76629193,0.621428571,0,0,0,1
1312,ErZnO3,Er,Zn,1.06,0.89,0.74,1.24,1.65,2.536253277,2.096140752,-2.168214286,0.812842375,0.528571429,0,1,0,0
1313,ErZrO3,Er,Zr,1.06,0.89,0.72,1.24,1.33,2.536253277,2.043777903,-2.249071429,0.820510699,0.514285714,0,0,0,1
1315,EuAgO3,Eu,Ag,1.12,1.06,0.75,1.2,1.93,2.675987786,2.488353231,-2.125428571,0.828794925,0.535714286,0,1,0,0
1316,EuAlO3,Eu,Al,1.12,1.06,0.54,1.2,1.61,2.675987786,1.892894405,-1.827428571,0.918509839,0.385714286,0,0,0,1
1317,EuAsO3,Eu,As,1.12,1.06,0.58,1.2,2.18,2.675987786,1.932227032,-1.680571429,0.899954085,0.414285714,0,0,1,0
1318,EuAuO3,Eu,Au,1.48,1.06,0.93,1.2,2.54,2.675987786,2.31369847,-2.362285714,0.874020399,0.664285714,0,1,0,0
1319,EuBO3,Eu,B,1.48,1.06,0.27,1.2,2.04,2.675987786,1.624661665,-1.287714286,1.219441635,0.192857143,0,0,0,1
1320,EuBaO3,Eu,Ba,1.48,1.06,1.35,1.2,0.89,2.675987786,2.64009357,-4.086428571,0.740533647,0.964285714,0,1,0,0
1321,EuBeO3,Eu,Be,1.48,1.06,0.45,1.2,1.57,2.675987786,1.803349248,-1.901285714,1.100793259,0.321428571,0,0,0,1
1322,EuBiO3,Eu,Bi,1.12,1.06,1.03,1.2,2.02,2.675987786,2.215655462,-2.657428571,0.733295921,0.735714286,0,1,0,0
1323,EuCaO3,Eu,Ca,1.48,1.06,1.0,1.2,1.0,2.675987786,2.318139449,-3.318285714,0.848528137,0.714285714,0,0,0,1
1324,EuCdO3,Eu,Cd,1.48,1.06,0.95,1.2,1.69,2.675987786,2.286435201,-2.852142857,0.866581928,0.678571429,0,1,0,0
1325,EuCeO3,Eu,Ce,1.48,1.06,0.87,1.2,1.12,2.675987786,2.268642439,-2.991142857,0.89712226,0.621428571,0,0,0,1
1326,EuCoO3,Eu,Co,1.48,1.06,0.53,1.2,1.88,2.675987786,1.930310969,-1.899714286,1.055164523,0.378571429,0,1,0,0
1327,EuCrO3,Eu,Cr,1.48,1.06,0.55,1.2,1.66,2.675987786,1.960053288,-2.056571429,1.044342323,0.392857143,0,1,0,0
1328,EuCsO3,Eu,Cs,1.48,1.06,1.67,1.2,0.79,2.675987786,3.009747218,-4.788428571,0.663344472,1.192857143,0,0,0,1
1329,EuCuO3,Eu,Cu,1.12,1.06,0.54,1.2,1.9,2.675987786,2.005573846,-1.711428571,0.918509839,0.385714286,0,1,0,0
1330,EuDyO3,Eu,Dy,1.12,1.06,0.91,1.2,1.22,2.675987786,2.255580699,-2.734,0.771389216,0.65,0,1,0,0
1331,EuErO3,Eu,Er,1.12,1.06,0.89,1.2,1.24,2.675987786,2.250676638,-2.685428571,0.77812624,0.635714286,0,1,0,0
1332,Eu2O3,Eu,Eu,1.12,1.06,0.95,1.2,1.2,2.675987786,2.354367494,-2.823142857,0.758259187,0.678571429,0,0,0,1
1333,EuFeO3,Eu,Fe,1.12,1.06,0.65,1.2,1.83,2.675987786,1.999521816,-1.962571429,0.869223946,0.464285714,0,1,0,0
1334,EuGaO3,Eu,Ga,1.12,1.06,0.62,1.2,1.81,2.675987786,1.974643898,-1.909714286,0.882133212,0.442857143,1,0,0,0
1335,EuGdO3,Eu,Gd,1.12,1.06,0.94,1.2,1.2,2.675987786,2.28415608,-2.802857143,0.761499611,0.671428571,0,1,0,0
1336,EuGeO3,Eu,Ge,1.48,1.06,0.53,1.2,2.01,2.675987786,1.899964183,-1.831,1.055164523,0.378571429,1,0,0,0
1337,EuHfO3,Eu,Hf,1.48,1.06,0.71,1.2,1.3,2.675987786,2.027412322,-2.571428571,0.965150488,0.507142857,0,1,0,0
1338,EuHgO3,Eu,Hg,1.48,1.06,1.11,1.2,2.0,2.675987786,2.323654714,-3.012857143,0.811341645,0.792857143,0,1,0,0
1339,EuHoO3,Eu,Ho,1.12,1.06,0.9,1.2,1.23,2.675987786,2.25865608,-2.709714286,0.774743082,0.642857143,0,1,0,0
1340,EuInO3,Eu,In,1.12,1.06,0.8,1.2,1.78,2.675987786,2.147680955,-2.286857143,0.809958677,0.571428571,0,1,0,0
1341,EuIrO3,Eu,Ir,1.48,1.06,0.63,1.2,2.2,2.675987786,2.009082787,-1.933428571,1.003185975,0.45,0,1,0,0
1342,EuKO3,Eu,K,1.48,1.06,1.38,1.2,0.82,2.675987786,2.723507129,-4.184285714,0.732542277,0.985714286,0,0,0,1
1343,EuLaO3,Eu,La,1.12,1.06,1.03,1.2,1.1,2.675987786,2.376509378,-3.025428571,0.733295921,0.735714286,0,1,0,0
1344,EuLiO3,Eu,Li,1.48,1.06,0.76,1.2,0.98,2.675987786,2.095547886,-2.842,0.942809042,0.542857143,1,0,0,0
1345,EuLuO3,Eu,Lu,1.12,1.06,0.86,1.2,1.27,2.675987786,2.209114963,-2.612571429,0.788455349,0.614285714,0,1,0,0
1346,EuMgO3,Eu,Mg,1.48,1.06,0.72,1.2,1.31,2.675987786,2.046489492,-2.586428571,0.960597891,0.514285714,0,1,0,0
1347,EuMnO3,Eu,Mn,1.48,1.06,0.53,1.2,1.55,2.675987786,2.16999357,-2.074142857,1.055164523,0.378571429,1,0,0,0
1348,EuMoO3,Eu,Mo,1.48,1.06,0.65,1.2,2.16,2.675987786,1.7893,-1.995142857,0.993398795,0.464285714,0,1,0,0
1349,EuNaO3,Eu,Na,1.48,1.06,1.02,1.2,0.93,2.675987786,2.425828064,-3.395857143,0.841515508,0.728571429,0,1,0,0
1350,EuNbO3,Eu,Nb,1.48,1.06,0.68,1.2,1.6,2.675987786,1.955055241,-2.352,0.979070928,0.485714286,0,1,0,0
1351,EuNdO3,Eu,Nd,1.12,1.06,0.98,1.2,1.14,2.675987786,2.320966993,-2.908,0.748701298,0.7,0,0,0,1
1352,EuNiO3,Eu,Ni,1.12,1.06,0.6,1.2,1.91,2.675987786,2.103725488,-1.829142857,0.890954544,0.428571429,0,1,0,0
1354,EuOsO3,Eu,Os,1.48,1.06,0.57,1.2,2.2,2.675987786,1.954921624,-1.811714286,1.033739863,0.407142857,0,1,0,0
1356,EuPbO3,Eu,Pb,1.48,1.06,0.78,1.2,2.33,2.675987786,2.362863567,-2.169,0.934159417,0.557142857,0,1,0,0
1357,EuPdO3,Eu,Pd,1.48,1.06,0.62,1.2,2.2,2.675987786,2.04250519,-1.913142857,1.008152242,0.442857143,0,1,0,0
1359,EuPrO3,Eu,Pr,1.48,1.06,0.85,1.2,1.13,2.675987786,2.340791612,-2.945285714,0.90509668,0.607142857,0,0,0,1
1360,EuPtO3,Eu,Pt,1.48,1.06,0.67,1.2,2.28,2.675987786,2.64390067,-1.972285714,0.983800739,0.478571429,0,1,0,0
1361,EuPuO3,Eu,Pu,1.48,1.06,0.83,1.2,1.28,2.675987786,2.226583834,-2.825428571,0.913214139,0.592857143,0,1,0,0
1362,EuRbO3,Eu,Rb,1.48,1.06,1.52,1.2,0.82,2.675987786,2.825996661,-4.468285714,0.697420387,1.085714286,0,0,0,1
1363,EuReO3,Eu,Re,1.48,1.06,0.63,1.2,1.9,2.675987786,1.98797081,-2.092,1.003185975,0.45,0,1,0,0
1364,EuRhO3,Eu,Rh,1.48,1.06,0.6,1.2,2.28,2.675987786,2.001424352,-1.830285714,1.018233765,0.428571429,0,1,0,0
1365,EuRuO3,Eu,Ru,1.48,1.06,0.62,1.2,2.2,2.675987786,2.018753288,-1.913142857,1.008152242,0.442857143,0,1,0,0
1366,EuSbO3,Eu,Sb,1.12,1.06,0.76,1.2,2.05,2.675987786,2.075848892,-2.097714286,0.824957911,0.542857143,0,1,0,0
1367,EuScO3,Eu,Sc,1.12,1.06,0.75,1.2,1.36,2.675987786,2.074614707,-2.353428571,0.828794925,0.535714286,0,1,0,0
1368,EuSiO3,Eu,Si,1.12,1.06,0.4,1.2,1.9,2.675987786,1.783360927,-1.427428571,0.989949494,0.285714286,0,0,0,1
1369,EuSmO3,Eu,Sm,1.12,1.06,0.96,1.2,1.17,2.675987786,2.311832729,-2.855428571,0.755046224,0.685714286,0,1,0,0
1370,EuSnO3,Eu,Sn,1.48,1.06,0.69,1.2,1.96,2.675987786,2.052287148,-2.182,0.974386378,0.492857143,0,1,0,0
1371,EuSrO3,Eu,Sr,1.48,1.06,1.18,1.2,0.95,2.675987786,2.452968591,-3.709857143,0.7893285,0.842857143,0,0,0,1
1372,EuTaO3,Eu,Ta,1.48,1.06,0.68,1.2,1.5,2.675987786,1.956808277,-2.404857143,0.979070928,0.485714286,0,1,0,0
1373,EuTbO3,Eu,Tb,1.48,1.06,0.76,1.2,1.2,2.675987786,2.256932729,-2.725714286,0.942809042,0.542857143,0,1,0,0
1375,EuTeO3,Eu,Te,1.48,1.06,0.97,1.2,2.1,2.675987786,2.115491508,-2.676,0.859269,0.692857143,0,1,0,0
1376,EuThO3,Eu,Th,1.48,1.06,0.94,1.2,1.3,2.675987786,2.246056043,-3.038,0.870285269,0.671428571,0,1,0,0
1377,EuTiO3,Eu,Ti,1.48,1.06,0.61,1.2,1.54,2.675987786,1.927848949,-2.241714286,1.013167925,0.435714286,0,1,0,0
1378,EuTlO3,Eu,Tl,1.12,1.06,0.89,1.2,1.62,2.675987786,2.297683747,-2.533428571,0.77812624,0.635714286,0,1,0,0
1379,EuTmO3,Eu,Tm,1.12,1.06,0.88,1.2,1.25,2.675987786,2.119700811,-2.661142857,0.781539074,0.628571429,0,1,0,0
1380,EuUO3,Eu,U,1.48,1.06,0.89,1.2,1.38,2.675987786,2.0478,-2.894285714,0.889287131,0.635714286,0,0,0,1
1381,EuVO3,Eu,V,1.48,1.06,0.58,1.2,1.63,2.675987786,1.758039163,-2.133285714,1.028518954,0.414285714,0,1,0,0
1382,EuWO3,Eu,W,1.48,1.06,0.66,1.2,2.36,2.675987786,1.7456,-1.909714286,0.988576471,0.471428571,0,1,0,0
1383,EuYO3,Eu,Y,1.12,1.06,0.9,1.2,1.22,2.675987786,2.235124352,-2.713714286,0.774743082,0.642857143,0,1,0,0
1384,EuYbO3,Eu,Yb,1.12,1.06,0.87,1.2,1.1,2.675987786,2.223980699,-2.700857143,0.784981977,0.621428571,0,0,0,1
1385,EuZnO3,Eu,Zn,1.48,1.06,0.74,1.2,1.65,2.675987786,2.096140752,-2.447285714,0.951620341,0.528571429,1,0,0,0
1386,EuZrO3,Eu,Zr,1.48,1.06,0.72,1.2,1.33,2.675987786,2.043777903,-2.575857143,0.960597891,0.514285714,0,1,0,0
1388,FeAgO3,Fe,Ag,0.78,0.67,0.75,1.83,1.93,2.290643632,2.488353231,-1.773321429,0.716973387,0.535714286,0,1,0,0
1389,FeAlO3,Fe,Al,0.78,0.67,0.54,1.83,1.61,2.290643632,1.892894405,-1.483714286,0.794583909,0.385714286,0,0,0,1
1390,FeAsO3,Fe,As,0.78,0.67,0.58,1.83,2.18,2.290643632,1.932227032,-1.397071429,0.778531709,0.414285714,0,0,0,1
1391,FeAuO3,Fe,Au,0.85,0.67,0.93,1.83,2.54,2.290643632,2.31369847,-1.950535714,0.682828437,0.664285714,0,0,0,1
1392,FeBO3,Fe,B,0.78,0.67,0.27,1.83,2.04,2.290643632,1.624661665,-0.876964286,0.923049571,0.192857143,0,0,0,1
1393,FeBaO3,Fe,Ba,0.85,0.67,1.35,1.83,0.89,2.290643632,2.64009357,-3.208928571,0.578541912,0.964285714,0,1,0,0
1394,FeBeO3,Fe,Be,0.85,0.67,0.45,1.83,1.57,2.290643632,1.803349248,-1.379285714,0.859994734,0.321428571,0,0,0,1
1395,FeBiO3,Fe,Bi,0.92,0.67,0.76,1.83,2.02,2.290643632,2.215655462,-1.837285714,0.759485061,0.542857143,0,1,0,0
1396,FeCaO3,Fe,Ca,0.85,0.67,1.0,1.83,1.0,2.290643632,2.318139449,-2.544285714,0.662912607,0.714285714,0,1,0,0
1397,FeCdO3,Fe,Cd,0.85,0.67,0.95,1.83,1.69,2.290643632,2.286435201,-2.244642857,0.677017131,0.678571429,0,1,0,0
1398,FeCeO3,Fe,Ce,0.92,0.67,0.87,1.83,1.12,2.290643632,2.268642439,-2.331392857,0.72268182,0.621428571,0,1,0,0
1399,FeCoO3,Fe,Co,0.92,0.67,0.53,1.83,1.88,2.290643632,1.930310969,-1.468464286,0.849993644,0.378571429,0,0,0,1
1400,FeCrO3,Fe,Cr,0.92,0.67,0.55,1.83,1.66,2.290643632,1.960053288,-1.576821429,0.84127576,0.392857143,0,0,0,1
1401,FeCsO3,Fe,Cs,0.85,0.67,1.67,1.83,0.79,2.290643632,3.009747218,-3.816428571,0.518237869,1.192857143,1,0,0,0
